,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Lodi,598.22,793.45,588.35,258.87,478.58,519.77,1287.55,814.85,835.93,868.77,1239.72,217.52,341.53,863.43,361.6,500.17,803.33,325.3,357.93,812.33,1741.8,749.17,322.43,176.18,503.88,1022.38,1213.57,314.08,787.68,747.98,209.68,1526.13,224.73,895.9,923.75,661.2,283.62,317.63,318.23,328.8,911.37,696.35,811.38,393.73,605.87,801.78,460.22,385.3,821.87,277.55,1293.28,470.07,778.47,987.75,3808.18,527.82,,660.92,707.43,763.13,0,,852.87,772.23,416.47,341.98,398.5,189.08,446.57,446.73,342.2,187.32,805.93,464.17,340.18,,778.38,1302.83,401.67,304.43,962.83,293.38,861.53,969.12,1063.12,794.23,531.87,418.42,364.77,334.45,267.73,840.52,483.07,1026.03,512.03,879.32,,390.48,403.12,951.7,330.67,453.05,,963.55,1008.7,194.32,271.78,186.68,138.9,418.17,,928.28,751.55,1037.08,1019.38,313.32,313.92,608.97,892.43,352.63,840.95,912.68,756.97,757.47,330.28,739.87,955.32,474.68,348.4,475.4,529.98,654.63,1512.53,644.05,131.95,475.43,572.48,1064.63,1503.68,823.58,237.92,334.1,404.65,1538.02,270.93,1447.2,483.12,406.55,300.13,775.7,883.5,1329.82,380.42,448.52,541.62,804.15,782.75,210.4,903.48,860.72,386.03,779.43,233.37,550.9,243.88
Lompoc,2986.47,362.18,611.57,873.15,484.22,542.98,696.03,485.4,473.12,,853.68,824.73,1217.7,622.45,735.62,,460.13,721.65,710.87,547.5,1810.02,431.58,704.6,736.3,635.62,645.52,757.58,669.37,477.42,1403.2,711.9,3914.38,847.95,598.45,625.68,1233.38,598.82,712.95,693.25,723.82,454.23,1416.57,441.12,614.92,399.23,103.15,1474.3,739.0,447.22,623.1,649.27,695.0,485.82,654.38,2529.05,388.75,656.17,1436.17,611.45,454.32,1084.18,0,478.92,457.97,750.75,609.83,,1302.93,1304.78,2564.98,885.2,1396.28,502.67,1192.38,763.4,,432.62,552.08,727.6,649.98,549.85,1255.3,320.4,755.13,793.63,500.68,266.47,772.15,713.47,2422.7,677.23,533.25,802.08,633.05,2900.28,564.85,639.57,1373.7,986.53,621.0,595.6,,678.93,549.1,642.33,867.53,1255.6,779.9,821.17,493.1,2559.45,581.82,568.22,585.7,596.83,649.82,578.12,181.85,576.45,617.57,492.97,650.7,476.1,136.98,597.67,452.03,350.05,793.62,600.53,535.33,643.2,355.1,1460.75,,741.7,2863.68,685.7,676.42,414.42,473.38,,,718.67,2326.23,,929.22,1107.38,769.87,713.35,362.43,290.23,635.83,708.55,584.7,2579.87,494.85,487.48,788.62,527.22,506.47,1399.25,360.55,768.58,2509.15,1257.1
Long Beach,1219.67,170.13,354.78,696.48,272.43,301.2,252.82,93.4,58.48,400.0,469.1,669.12,855.78,296.28,473.03,356.7,57.1,661.3,662.08,474.67,1961.63,118.32,605.82,637.48,268.03,311.62,393.0,640.05,128.83,1234.43,682.12,2147.58,661.03,209.78,227.43,1064.62,584.03,429.07,415.67,425.23,110.07,1247.8,70.2,489.63,134.3,362.67,1385.92,561.73,111.98,594.7,310.1,561.22,130.23,378.45,4259.48,570.68,409.12,1526.75,351.87,106.73,647.27,526.17,0,79.38,483.17,574.05,599.93,621.02,648.0,471.57,495.63,568.0,119.08,1023.62,739.08,1126.15,153.03,208.6,687.82,619.38,226.27,810.02,231.68,355.55,394.05,136.05,463.88,714.72,679.85,740.03,655.45,183.67,539.5,328.88,1133.48,192.73,318.4,1525.32,898.15,253.2,561.82,477.88,433.25,194.05,270.27,678.37,693.68,613.98,633.25,574.32,2233.65,225.53,175.98,268.65,240.23,609.2,525.33,513.93,251.87,583.78,92.37,307.37,125.2,266.73,536.1,121.17,305.48,714.77,536.4,614.55,366.42,194.37,1291.98,1360.67,504.25,1096.88,383.72,306.07,220.7,116.52,660.93,810.15,438.08,2157.47,597.37,619.43,938.62,769.97,709.57,159.98,280.83,231.02,430.97,660.7,2244.07,133.62,131.9,608.62,418.37,120.88,1550.87,186.58,651.67,1418.13,701.38
Los Angeles,1123.0,103.1,472.33,723.65,321.68,445.87,197.72,62.45,113.98,299.55,739.98,682.3,806.32,345.73,466.38,302.73,76.42,593.02,596.8,201.83,1855.97,73.32,562.53,699.47,397.17,404.08,643.88,573.68,59.8,1116.13,626.83,2048.47,689.52,260.33,213.8,952.35,539.67,429.02,426.02,420.58,107.55,1137.5,54.22,551.48,64.75,269.18,985.17,539.07,49.68,528.28,525.6,612.82,52.9,185.32,4205.52,764.57,714.48,981.63,512.38,56.53,600.92,484.2,82.95,0,521.42,492.65,408.45,625.75,626.52,701.68,437.15,503.47,74.02,929.12,704.68,1060.18,103.55,271.75,609.42,555.98,226.17,818.33,,351.45,445.45,86.47,,676.32,630.4,799.4,592.05,111.78,,422.38,1036.98,167.67,388.88,855.43,868.07,264.03,508.42,751.0,737.25,294.78,354.52,719.27,736.73,651.63,663.92,669.92,2133.53,309.95,,339.73,383.45,546.47,478.4,,268.77,530.38,80.6,332.32,132.8,,489.03,52.4,446.62,713.38,511.15,711.15,359.0,238.65,1211.13,1109.07,532.97,1000.45,441.82,458.73,268.98,78.63,674.83,799.12,,2060.35,483.45,608.2,825.2,651.27,642.58,106.67,420.8,170.92,,596.25,1066.63,77.28,61.22,675.42,195.23,152.15,911.05,121.18,698.38,1015.92,768.9
Los Banos,1390.98,312.58,326.27,576.7,272.48,295.78,696.33,429.12,483.92,902.03,1481.93,559.28,666.25,622.15,193.87,601.93,436.32,458.63,489.42,558.18,1903.57,428.15,428.92,527.95,168.87,699.77,1419.5,418.57,431.67,909.75,481.45,2318.9,551.5,548.38,568.1,822.97,412.47,141.87,114.5,140.07,491.52,858.12,439.37,83.65,377.48,734.2,682.73,217.57,447.77,391.03,695.85,209.05,423.92,802.63,3939.95,732.15,534.42,756.92,559.7,404.98,451.28,892.18,474.15,387.22,0,505.47,214.37,325.57,203.33,189.0,88.95,229.08,430.92,1181.93,561.95,1615.12,370.87,587.42,535.15,413.92,631.1,655.15,610.78,813.38,719.03,443.83,,560.7,491.25,676.22,366.78,486.5,295.33,690.3,1304.8,505.58,1344.53,697.28,745.08,592.97,477.23,238.32,557.18,536.35,581.6,561.08,584.15,516.45,543.38,656.65,1458.97,551.07,598.8,644.37,669.08,421.72,467.67,,664.7,501.8,453.22,618.95,504.57,705.77,467.87,425.48,557.45,606.1,497.08,630.62,297.25,459.35,577.88,1361.82,364.6,1268.2,404.75,694.23,537.67,444.57,441.4,671.47,214.92,2315.78,182.37,807.47,644.88,568.32,493.25,343.82,597.8,598.62,226.8,653.03,2424.38,448.93,399.47,522.17,534.8,478.72,727.8,370.42,545.13,1183.17,585.65
Los Gatos,1305.7,447.57,806.28,423.35,696.52,737.7,685.63,546.82,559.9,848.02,1427.92,352.0,430.82,768.68,579.53,718.1,518.3,185.95,195.13,643.73,1401.15,508.85,156.63,265.57,721.82,800.63,1365.48,166.47,512.65,661.32,241.62,2233.62,359.22,607.78,622.33,544.13,119.8,535.57,536.17,546.73,551.5,682.68,509.02,131.38,505.47,487.43,564.7,603.23,540.75,122.2,700.83,200.72,455.2,748.62,4038.28,296.55,,526.93,645.68,499.55,447.45,522.03,533.37,467.2,405.57,0,387.6,333.42,435.67,664.67,331.3,405.25,513.9,985.73,289.12,1561.1,496.85,603.57,207.87,163.17,680.08,419.72,614.55,759.37,797.77,525.77,299.75,274.77,225.42,438.93,174.95,565.48,701.0,1072.37,1219.52,600.08,1949.2,461.85,509.65,671.42,91.87,670.98,,610.6,675.05,423.4,371.32,326.3,341.1,238.37,2222.68,629.68,602.45,736.93,717.67,165.13,67.78,391.85,700.68,109.83,525.45,784.77,571.33,505.82,79.48,514.58,687.2,311.83,72.05,211.33,747.92,548.32,1254.1,862.98,300.77,1182.92,790.42,707.68,603.65,531.92,327.75,,622.58,2119.58,348.03,1553.53,417.1,249.72,249.07,454.98,606.7,668.07,598.35,194.7,1448.63,537.95,448.45,299.88,607.42,565.02,492.37,490.4,314.85,887.38,464.6
Madera,767.42,339.92,264.6,368.07,254.73,294.12,,419.3,440.82,810.48,1390.38,326.72,450.73,656.02,162.2,402.83,413.77,406.22,438.85,554.2,1971.0,423.58,403.35,343.88,177.2,679.22,1327.95,395.0,414.12,977.18,378.88,1695.33,333.93,521.83,526.17,890.4,364.53,166.43,82.83,129.68,453.97,925.55,432.82,474.65,415.82,882.7,629.42,155.9,447.27,358.47,604.3,550.98,416.37,711.08,3987.38,608.73,615.4,770.12,498.03,391.43,245.17,1085.52,437.6,370.67,165.67,422.9,0,270.0,270.77,349.4,81.4,147.72,419.37,573.37,449.38,1523.57,429.2,508.87,482.58,385.35,601.55,462.58,592.1,721.83,627.48,427.45,612.78,499.33,445.68,443.65,348.65,468.95,233.67,681.98,681.23,504.03,2259.95,499.68,512.32,561.42,411.58,176.65,639.53,517.98,579.03,363.52,380.98,295.88,308.1,499.08,1780.4,533.15,564.92,626.4,636.1,394.23,394.83,689.88,603.15,433.55,445.38,650.23,473.02,838.38,411.2,421.05,,555.6,429.32,556.32,235.58,507.67,828.78,753.25,177.15,644.63,343.08,602.68,566.12,432.02,319.02,443.3,153.25,1707.22,127.63,715.92,712.32,635.75,409.33,373.15,595.93,630.53,165.13,529.43,710.82,437.67,436.07,319.6,513.92,468.15,555.23,417.75,342.57,660.1,413.08
Manteca,660.07,451.17,375.85,260.72,365.98,405.37,745.92,560.43,581.95,951.62,1531.52,219.37,343.38,797.15,273.45,442.02,554.9,253.72,271.5,695.33,1810.35,564.72,235.0,238.03,288.45,820.35,1469.08,222.38,555.25,816.53,271.53,1587.98,226.58,662.97,667.3,729.75,159.43,221.45,194.08,220.65,595.1,764.9,573.95,284.3,527.07,775.35,522.07,267.15,588.4,194.73,745.43,378.63,557.5,852.22,3870.03,501.38,756.53,662.77,609.28,532.57,137.82,,578.73,511.8,238.32,226.55,174.45,0,243.42,388.58,124.02,69.17,560.5,466.02,342.03,1664.7,540.45,650.0,315.23,216.08,742.68,355.23,733.23,862.97,768.62,568.58,505.43,352.13,278.33,336.3,181.3,610.08,344.92,823.12,573.88,645.17,2228.6,392.33,404.97,702.55,242.62,287.9,780.67,659.12,720.17,256.17,273.63,188.53,200.75,376.73,,674.28,706.05,767.53,777.23,226.88,213.48,582.53,744.28,266.2,586.52,791.37,614.15,731.03,203.95,562.18,672.02,388.25,246.97,380.7,346.83,618.92,747.97,645.9,92.17,537.28,454.33,743.82,707.25,573.15,121.15,335.95,264.5,1599.87,127.78,857.05,551.67,302.38,274.75,484.4,737.07,771.67,276.38,340.57,603.47,578.8,547.32,212.25,655.05,609.28,447.88,529.0,235.22,552.75,305.73
Mariposa,1119.72,606.67,586.85,544.68,431.4,486.9,1042.88,668.07,870.15,883.27,1173.22,517.32,703.98,863.92,514.62,1141.67,669.92,453.85,476.93,862.98,1725.3,657.03,431.73,497.18,381.78,955.88,1147.07,419.57,629.9,1628.48,492.18,2047.63,509.23,930.53,948.97,1458.67,411.2,226.13,242.73,458.37,754.72,1641.85,659.6,340.88,600.37,985.43,1149.58,,671.1,371.73,1105.6,466.28,631.15,768.87,4107.68,1053.08,1866.18,1349.42,1060.93,618.8,495.47,1128.42,882.65,603.45,235.97,495.05,187.0,474.98,0,730.23,92.68,246.82,646.73,925.67,529.68,1944.35,687.1,1067.72,493.88,409.45,896.33,658.22,1059.88,997.62,1091.62,628.23,747.08,529.78,468.15,588.23,425.52,682.95,764.57,959.53,1033.53,916.03,1885.77,1288.98,661.82,929.2,465.27,747.55,1890.32,985.03,1038.77,526.57,541.88,462.18,481.45,612.38,1329.22,944.13,983.03,866.6,932.32,428.1,417.88,957.97,945.93,485.53,708.7,846.18,779.97,954.93,453.95,654.83,1078.53,533.83,396.47,620.35,468.48,988.57,404.13,1105.55,411.55,996.93,805.98,1105.9,1048.9,879.8,349.32,658.35,337.67,2059.52,210.1,1475.7,1332.67,540.03,479.63,587.23,1083.72,1134.08,324.48,590.22,2153.12,648.35,605.87,456.82,829.4,873.93,1314.53,604.65,499.87,1440.4,549.58
Mendota,4555.3,327.4,341.08,692.27,287.3,310.6,711.15,443.93,498.73,916.85,1496.75,664.9,851.57,636.97,148.68,257.25,451.13,601.43,624.52,573.0,1693.88,442.97,579.32,644.77,183.68,714.58,1434.32,567.15,446.48,,639.77,5483.22,656.82,563.2,582.92,,558.78,96.68,83.32,93.88,506.33,,454.18,488.47,392.3,749.02,1118.17,232.38,462.58,519.32,710.67,613.87,438.73,817.45,4255.27,1116.67,549.23,1318.0,574.52,419.8,643.05,1192.0,488.97,402.03,428.82,642.63,259.68,622.57,593.65,0,354.28,410.57,445.73,1481.25,677.27,1629.93,385.68,602.23,641.47,557.03,645.92,805.8,625.6,828.2,733.85,458.65,,677.37,615.73,735.82,573.1,501.32,310.15,705.12,4469.12,520.4,3849.35,1257.57,630.4,607.78,612.85,253.13,572.0,551.17,596.42,674.15,689.47,609.77,629.03,759.97,4128.28,565.88,613.62,659.18,683.9,575.68,565.47,,679.52,633.12,468.03,633.77,519.38,720.58,601.53,440.3,572.27,681.42,544.05,767.93,312.07,474.17,1749.62,1661.13,559.13,4432.52,419.57,709.05,552.48,459.38,496.9,805.93,229.73,2615.1,472.68,822.28,,687.62,627.22,358.63,612.62,613.43,241.62,737.8,4148.7,463.75,414.28,604.4,549.62,493.53,1283.12,385.23,647.45,4077.98,697.17
Merced,716.0,395.1,432.78,316.65,314.68,406.32,594.17,493.35,513.43,772.55,1072.45,275.3,399.32,701.22,364.38,,481.78,354.8,387.43,558.27,1830.55,487.67,351.93,292.47,390.17,730.55,981.35,343.58,456.18,836.73,327.47,1643.92,282.52,538.13,531.43,749.95,313.12,327.02,324.02,318.58,482.03,785.1,480.55,423.23,445.65,605.15,578.0,436.9,500.33,307.05,663.53,499.57,449.67,673.15,3857.9,557.32,674.93,718.7,620.22,434.08,193.75,828.65,516.9,437.73,81.63,371.48,306.28,218.58,99.32,599.52,0,96.3,472.43,521.95,397.97,1537.57,421.38,604.7,431.17,333.93,639.62,411.17,534.17,761.9,779.55,477.67,561.37,447.92,394.27,392.23,297.23,513.02,486.9,746.82,629.82,519.08,717.33,448.27,460.9,582.32,360.17,202.22,697.7,585.13,591.48,312.1,329.57,244.47,256.68,447.67,1393.95,553.88,590.32,668.58,673.6,342.82,343.42,,685.22,382.13,511.98,710.3,501.87,569.22,359.78,483.12,607.97,504.18,377.9,504.9,351.77,495.87,468.87,701.83,125.73,593.22,402.27,647.42,523.18,499.15,267.6,391.88,407.43,1655.8,76.22,1137.98,571.87,495.3,357.92,419.52,583.32,572.6,383.2,478.02,659.4,463.97,441.97,268.18,529.73,513.08,503.82,454.93,291.15,608.68,361.67
Modesto,662.55,478.0,515.68,274.27,397.58,489.22,677.07,576.25,596.33,855.45,1155.35,221.85,345.87,784.12,447.28,,564.68,260.37,276.97,641.17,1536.13,570.57,238.47,334.5,473.07,813.45,1064.25,228.93,539.08,796.3,297.0,1590.47,229.07,621.03,614.33,632.52,161.9,409.92,406.92,401.48,564.93,817.67,563.45,298.77,528.55,688.05,524.55,519.8,583.23,195.58,746.43,373.1,532.57,756.05,3847.32,504.85,757.83,661.92,703.12,516.98,140.3,911.55,599.8,520.63,502.15,252.93,389.18,181.03,377.25,682.42,112.88,0,555.33,468.5,298.5,1641.98,504.28,687.6,319.7,215.88,722.52,357.72,617.07,844.8,862.45,560.57,494.9,336.45,289.05,338.78,171.33,595.92,569.8,829.72,576.37,601.98,800.23,394.85,407.45,665.22,238.7,265.18,780.6,668.03,674.38,258.65,276.12,191.02,203.23,400.2,1546.12,636.78,673.22,751.48,756.5,225.35,208.42,587.0,768.12,260.67,594.88,793.2,584.77,652.12,201.43,566.02,690.87,392.72,237.43,373.17,434.67,578.77,678.08,648.38,72.28,539.77,485.17,730.32,606.08,582.05,,338.43,490.33,1602.35,79.25,1220.88,505.48,331.55,306.45,502.42,666.22,655.5,466.1,315.53,605.95,546.87,524.87,214.73,612.63,595.98,450.37,537.83,391.68,555.23,308.22
Montebello,1169.67,153.42,516.25,683.92,477.32,489.82,230.12,128.13,183.1,343.5,735.95,656.55,843.22,341.7,506.33,344.13,124.7,620.6,621.38,286.95,1924.53,162.73,565.12,624.92,278.02,400.05,639.85,599.35,114.07,1186.43,641.42,2097.58,648.47,304.28,298.92,1016.62,543.33,460.17,461.97,473.53,192.67,1199.8,124.58,448.93,98.75,702.55,1348.82,445.03,148.42,696.97,569.55,520.52,88.93,348.0,4246.92,546.08,758.43,1516.9,322.17,76.12,634.7,530.6,136.07,74.12,470.47,533.35,497.33,608.45,610.3,434.47,531.93,588.22,0,975.62,698.38,1095.83,150.05,340.87,647.12,578.68,311.28,797.45,,325.1,363.6,128.35,439.28,674.02,639.15,727.47,614.75,149.9,416.27,419.32,1083.48,236.78,432.83,1488.22,861.05,307.98,521.12,440.78,781.2,338.73,398.47,665.8,681.12,601.42,620.68,533.62,2182.65,353.9,,336.38,380.1,568.5,484.63,518.37,353.88,543.08,230.48,328.97,217.92,665.5,495.4,127.78,302.73,674.07,495.7,573.85,571.27,276.52,1243.98,1270.33,491.68,1046.88,485.77,483.85,366.85,183.75,674.55,797.58,303.9,2109.47,650.33,582.93,890.62,729.27,668.87,151.38,461.67,215.32,350.4,620.0,2203.07,118.22,93.75,596.05,280.35,68.17,1513.77,181.43,639.1,1400.63,688.82
Mt Shasta,,858.12,1333.3,418.82,684.77,735.15,1329.33,859.52,1156.6,1074.72,1459.67,377.47,210.18,1150.37,1301.55,1414.12,861.37,474.82,529.6,1149.43,1410.75,848.48,487.1,349.63,671.55,1242.33,1433.52,472.22,821.35,,429.63,,369.68,1216.98,1235.42,1745.12,528.47,561.22,549.18,556.75,1041.17,,851.05,623.4,833.42,1271.88,560.92,,862.55,502.18,1392.05,744.73,822.6,960.32,4088.13,1339.53,2644.63,,1347.38,810.25,475.92,,1169.1,794.9,636.42,589.82,1183.45,449.67,1171.52,1476.68,492.12,438.05,838.18,0,510.13,2722.8,878.55,1354.17,534.33,480.9,1182.78,292.58,1346.33,1189.07,1283.07,839.68,1033.53,600.23,521.37,434.4,485.97,874.4,,1245.98,,1202.48,2632.22,270.43,98.27,1215.65,542.2,1526.0,2668.77,1271.48,1325.22,408.88,424.93,331.63,341.9,1282.83,,1230.58,1269.48,1153.05,1218.77,488.98,539.32,1244.42,1232.38,545.98,900.15,1132.63,1066.42,1241.38,566.95,846.28,1364.98,613.78,572.07,1290.07,1288.93,1275.02,1972.48,1378.0,377.9,,1552.43,1392.35,1335.35,1166.25,489.58,638.8,1254.6,,483.38,1667.15,1619.12,485.18,470.25,853.5,1370.17,1420.53,690.37,669.17,401.57,839.8,831.42,325.35,1115.85,1160.38,365.98,876.82,348.32,59.85,405.03
Napa,706.67,759.62,816.8,318.38,707.03,748.22,1377.6,781.02,802.1,1043.22,1389.77,295.97,398.68,1037.88,590.05,728.62,769.5,199.38,195.88,947.93,,715.33,193.6,196.63,732.33,1172.43,1363.62,123.48,753.85,460.03,104.13,1634.58,303.18,862.07,889.92,500.65,219.97,546.08,546.68,557.25,877.53,481.4,777.55,330.9,782.92,683.55,430.27,613.75,788.03,197.72,1383.33,371.23,744.63,953.92,3898.23,493.98,2084.45,325.65,881.88,729.3,364.42,876.07,819.03,738.4,400.9,302.15,382.93,382.25,431.0,675.18,326.63,415.77,772.1,1092.7,0,2162.62,744.55,,211.83,152.4,972.28,401.83,743.3,1228.88,1287.55,760.4,498.03,264.38,232.82,382.9,227.9,806.68,711.52,1176.08,620.48,845.48,2072.03,438.97,485.03,917.87,219.7,681.5,2108.58,929.72,1098.75,302.77,355.98,250.13,285.07,369.33,2350.97,894.45,926.0,1003.25,1148.87,182.02,252.08,575.13,1006.88,217.78,807.12,1062.73,870.92,639.23,260.9,706.03,837.08,315.8,278.57,373.3,758.43,829.08,1433.68,842.5,344.5,583.88,800.93,1154.68,1469.85,789.75,448.08,398.15,633.1,1646.47,360.98,1671.63,373.62,133.68,66.72,741.87,765.27,1419.87,608.87,387.17,650.07,770.32,748.92,258.85,869.65,826.88,494.48,745.6,253.82,920.67,352.33
Needles,2936.58,889.53,1146.72,1457.23,1059.37,1088.13,574.43,871.93,863.02,,,1406.33,2295.88,987.8,2250.85,2451.77,905.48,1442.63,1526.02,841.85,3568.18,897.9,1456.3,,1181.65,972.13,1061.93,,810.93,3591.5,,3864.5,1393.1,764.13,766.58,2823.57,1442.97,1304.8,1290.9,1303.17,768.58,3655.72,873.13,1454.75,867.23,1080.73,2379.33,1712.48,890.62,1451.63,870.47,2320.15,876.17,,2479.17,1438.9,2243.05,3779.28,1245.8,841.67,,2240.28,867.83,833.32,1395.1,1425.15,2101.87,,2089.93,2515.1,,,876.4,2622.53,1567.58,0,896.97,832.58,1511.75,1478.32,946.2,1557.08,1005.62,,,849.58,1341.95,1573.2,1538.02,2372.82,,804.18,1446.43,1087.4,2850.4,784.2,2230.63,2398.85,1771.68,756.07,1409.75,2564.42,2267.18,749.9,803.63,1442.68,,,,1421.25,3829.57,709.0,894.9,943.05,1044.75,1454.8,1367.0,1292.0,1010.8,1431.72,,1084.05,824.58,1039.8,1384.37,871.7,1088.4,1574.77,1400.48,1461.48,1322.35,959.45,2890.9,,,2813.8,1345.85,1003.0,1058.77,892.67,,,1296.02,3756.38,1401.8,1625.57,2576.48,2303.6,1509.67,891.53,1032.9,758.95,,1488.6,3849.98,814.03,876.83,1355.68,836.27,896.98,2454.4,906.52,1398.73,2459.27,2258.45
Newhall,1167.92,,370.52,634.88,331.55,344.05,260.82,385.27,153.08,379.47,509.37,607.52,794.18,362.87,422.12,295.1,126.48,581.57,582.35,239.5,1937.32,114.32,526.08,587.38,193.8,338.2,433.27,560.32,114.83,1244.68,602.38,2095.83,599.43,205.05,222.7,1074.87,504.3,375.95,377.75,389.32,148.95,1258.05,114.2,409.9,91.0,270.97,1361.6,360.82,137.33,612.75,299.95,481.48,108.23,373.72,4197.88,538.98,612.67,1410.62,433.13,88.73,585.67,494.47,152.05,318.65,431.43,494.32,413.12,559.42,656.27,447.25,447.72,504.0,352.35,913.87,659.35,1152.55,0,198.45,608.08,539.65,286.53,748.42,200.12,350.82,389.32,118.82,432.18,634.98,600.12,678.43,575.72,164.67,332.05,407.7,1081.73,188.0,357.25,1501.0,873.83,248.47,482.08,453.57,635.43,243.9,258.13,616.77,632.08,552.38,571.65,494.58,2180.9,220.8,248.23,324.12,306.82,529.47,445.6,482.23,322.13,504.05,140.1,371.95,169.78,235.03,456.37,102.17,244.63,635.03,456.67,534.82,425.5,,1182.23,1363.75,442.65,1045.13,340.0,314.07,189.0,130.73,590.33,748.55,219.68,2047.72,566.12,624.9,948.87,690.23,629.83,,176.13,236.02,266.18,580.97,2201.32,122.1,357.87,547.02,196.65,184.87,1526.55,,590.07,1410.6,639.78
Norco,1386.13,208.38,420.07,727.25,343.07,371.83,303.45,148.45,159.47,406.02,479.73,699.88,886.55,310.5,633.67,387.47,156.18,717.87,811.72,154.98,2118.87,190.67,718.45,679.75,465.35,324.83,388.63,774.5,153.47,1338.12,691.75,2314.05,691.8,209.47,195.07,1168.3,697.65,589.7,576.3,585.87,93.32,1351.48,152.17,645.92,181.53,364.43,1543.15,574.52,157.2,725.32,241.82,803.85,158.87,286.08,4290.25,630.07,491.68,1650.45,399.5,133.37,678.03,555.4,164.53,132.02,586.27,678.68,687.02,651.78,1281.1,628.8,694.23,640.17,152.97,1127.3,772.25,1105.45,195.38,0,856.45,752.02,278.9,840.78,283.45,263.18,301.68,168.8,533.12,908.0,811.32,770.8,688.08,206.48,637.6,355.33,1299.95,177.25,329.62,1682.55,1055.38,180.42,680.45,635.12,514.45,99.27,167.48,709.13,724.45,644.75,664.02,612.42,2399.12,133.17,201.6,271.75,254.45,740.5,662.97,483.17,324.5,698.42,191.02,319.58,108.37,323.5,671.73,178.4,399.23,922.47,699.18,651.65,462.05,243.15,1395.67,1386.32,535.02,1263.35,454.55,286.7,351.97,178.43,691.7,840.92,583.72,2261.15,685.5,545.27,1042.3,778.72,732.37,198.62,344.28,253.65,544.07,772.78,2419.53,162.5,160.53,639.38,155.27,123.83,1708.1,228.6,682.43,1518.17,732.15
Novato,711.88,573.98,793.02,323.6,683.25,724.43,812.05,658.23,686.32,974.43,1554.33,344.18,468.2,895.1,566.27,704.83,644.72,153.68,74.1,770.15,1154.88,635.27,118.82,201.85,708.55,927.05,1491.9,372.88,639.07,415.05,430.35,1639.8,351.4,734.2,748.75,315.27,174.0,522.3,522.9,533.47,677.92,436.42,635.43,295.12,631.88,610.93,514.88,589.97,667.17,147.93,827.25,343.45,581.62,875.03,3920.85,445.2,1874.35,675.58,772.1,625.97,570.63,645.53,659.78,593.62,543.13,233.37,390.17,320.15,438.23,651.4,447.87,262.65,640.32,590.83,402.9,,623.27,729.98,0,364.62,806.5,407.05,738.05,885.78,924.18,652.18,423.25,296.85,430.68,388.12,192.68,691.9,687.73,1137.7,625.7,726.5,1861.93,444.15,529.78,797.83,157.13,657.72,1898.48,737.02,801.47,307.98,398.45,313.35,334.28,320.55,2140.87,756.1,728.87,863.35,844.08,96.03,212.03,515.35,827.1,157.0,651.87,911.18,697.75,629.32,218.12,641.0,810.7,87.07,237.78,293.52,734.65,674.73,1201.2,770.72,516.72,589.1,777.15,834.1,730.07,658.33,314.48,460.77,609.32,1651.68,337.27,1678.87,188.23,459.9,186.8,581.4,730.2,794.48,585.08,338.88,655.28,664.37,574.87,264.07,733.83,691.43,499.7,616.82,259.03,677.57,357.55
