GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,,S1901_C01_002E,S1901_C01_002M,,S1901_C01_003E,S1901_C01_003M,,S1901_C01_004E,S1901_C01_004M,,S1901_C01_005E,S1901_C01_005M,,S1901_C01_006E,S1901_C01_006M,,S1901_C01_007E,S1901_C01_007M,,S1901_C01_008E,S1901_C01_008M,,S1901_C01_009E,S1901_C01_009M,,S1901_C01_010E,S1901_C01_010M,,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US95828,ZCTA5 95828,17629,574,37.31,6.5,17.2,1075.369,6.1,1.4,1798.158,10.2,1.5,1568.981,8.9,1.5,2379.915,13.5,2,3032.188,17.2,1.7,2468.06,14,2,2838.269,16.1,1.8,740.418,4.2,1.2,581.757,3.3,1.3,56190,2806,71909,6625,42.9,(X),(X),(X),(X),(X),13094,635,6.1,2.1,5.2,1.6,6.9,1.3,7.2,1.7,15.1,2.3,18.6,2,16.3,2.5,17.5,2.5,4.1,1.3,3,1.2,59871,3695,71992,3542,(X),(X),44.3,(X),(X),(X),7854,545,2.3,1.4,3.7,1.5,5.4,1.6,8.6,2.3,12.6,2.9,19.6,2.6,17,3.1,22.9,3.3,4.5,1.7,3.5,1.5,70654,7619,81383,4326,(X),(X),(X),(X),(X),(X),4535,387,11.6,3.7,11.4,3.1,18.1,4.2,13.7,3.7,11.8,3.3,12.9,4.1,5,2.1,8.3,2.5,4.1,2.2,3,2.5,31579,4216,62194,21719,(X),(X),(X),(X),36.2,(X)
8600000US95829,ZCTA5 95829,8606,346,11.072,3.2,17.2,172.12,2,1.3,464.724,5.4,1.6,387.27,4.5,2.1,688.48,8,2.2,1290.9,15,2.6,1144.598,13.3,3.2,2297.802,26.7,2.9,938.054,10.9,2,946.66,11,2.8,97009,7206,107864,6180,36.7,(X),(X),(X),(X),(X),6971,402,2.6,1,1.1,0.9,4.9,1.7,4.9,2.8,7.9,2.4,12.5,2.6,13,3.1,29,3.4,11.8,2.3,12.4,3.5,104087,5121,114231,7573,(X),(X),39.4,(X),(X),(X),5492,378,1.6,1,1.1,1.1,3.3,1.3,2.6,1.7,6.9,2.5,9.6,2.6,13,3.7,33.9,4.3,13.5,2.7,14.5,4.3,113800,7658,N,N,(X),(X),(X),(X),(X),(X),1635,249,6.9,3.9,4.9,5.1,7.9,3.9,7.7,5.2,9.1,4.2,28.3,8.5,11.6,6.3,16,4.5,2.6,2,5.2,3.7,61302,7281,72602,9698,(X),(X),(X),(X),24.6,(X)
8600000US95830,ZCTA5 95830,211,64,2.752,4.3,17.2,0,0,17.2,0,0,17.2,18.99,9,10,25.953,12.3,12.2,0,0,17.2,14.981,7.1,8.1,47.897,22.7,16.2,27.008,12.8,10.3,67.098,31.8,15.3,116838,64166,177364,57256,37.4,(X),(X),(X),(X),(X),161,57,5.6,8.4,0,21.8,0,21.8,6.2,9.3,16.1,15.5,0,21.8,9.3,10.7,25.5,20.5,11.2,9.5,26.1,16.5,104635,36046,146318,46032,(X),(X),23.6,(X),(X),(X),161,57,5.6,8.4,0,21.8,0,21.8,6.2,9.3,16.1,15.5,0,21.8,9.3,10.7,25.5,20.5,11.2,9.5,26.1,16.5,104635,36046,N,N,(X),(X),(X),(X),(X),(X),50,43,0,46.5,0,46.5,0,46.5,18,30.4,0,46.5,0,46.5,0,46.5,14,24,18,31.4,50,48.9,-,**,277330,170111,(X),(X),(X),(X),82,(X)
8600000US95831,ZCTA5 95831,18496,724,35.476,4.9,17.2,480.896,2.6,0.8,998.784,5.4,1.5,869.312,4.7,1.1,1942.08,10.5,1.9,3033.344,16.4,2.1,2755.904,14.9,2.3,3125.824,16.9,2.2,1942.08,10.5,2,2441.472,13.2,2.2,81626,4198,107162,5817,31.4,(X),(X),(X),(X),(X),11452,659,2.5,1.5,1.1,0.7,6.3,2.5,5.1,1.6,7.6,1.9,11.6,2.5,13.4,2.7,20.1,2.9,14.9,3.1,17.4,2.9,104347,9055,126678,7234,(X),(X),33.1,(X),(X),(X),8154,545,0.7,0.6,1,0.8,2.2,1.1,2.9,1.5,5.6,1.9,10.7,2.6,13,2.9,22.4,3.3,18.5,4,23.2,4,131176,6825,N,N,(X),(X),(X),(X),(X),(X),7044,609,9,3.5,5.5,2.1,6.9,2.6,5.5,2,14.2,3.7,21.7,3.9,16.9,3.9,12.1,3,3.7,1.6,4.6,2.2,59672,4126,70371,6690,(X),(X),(X),(X),26.7,(X)
8600000US95832,ZCTA5 95832,3241,452,31.188,6.9,17.2,200.942,6.2,3.9,372.715,11.5,4.6,281.967,8.7,4.1,440.776,13.6,5.5,563.934,17.4,5.6,725.984,22.4,8.8,213.906,6.6,2.8,132.881,4.1,3.8,84.266,2.6,2.9,55734,10734,63251,7840,46,(X),(X),(X),(X),(X),2669,353,5.5,4.8,7.3,5.9,9.4,5,12.1,5.9,14,6.4,19.1,5.7,18,7.4,6.5,3,5,4.6,3.1,3.5,53135,10061,63525,9153,(X),(X),42,(X),(X),(X),1236,271,2.8,3.6,5,5.7,2.3,3.5,9.9,9.1,21.4,11.2,22.9,9.7,10.1,8.1,10.9,5.9,7.9,9,6.7,7.6,57270,13540,N,N,(X),(X),(X),(X),(X),(X),572,266,14.9,14.4,7.5,7.6,21.3,17.5,9.3,10.2,8.2,8.4,9.1,10,29.7,28.8,0,6.8,0,6.8,0,6.8,33152,29771,43915,17169,(X),(X),(X),(X),54.4,(X)
8600000US95833,ZCTA5 95833,15179,715,35.035,4.9,17.2,713.413,4.7,1.9,713.413,4.7,1.3,1062.53,7,1.3,1760.764,11.6,2.4,3384.917,22.3,2.9,1927.733,12.7,1.9,2641.146,17.4,2.6,1153.604,7.6,1.6,1077.709,7.1,1.9,69798,5011,88150,4962,32.9,(X),(X),(X),(X),(X),9890,620,4,1.7,2.8,1.5,3.9,1.6,6.8,1.7,12,2.7,21.9,3.2,12.5,2.3,19.6,3.2,8.2,2.1,8.3,2.7,72766,5301,92868,5652,(X),(X),33.6,(X),(X),(X),6365,541,2.2,1.4,1.5,1,3.8,2.4,4.2,1.6,8.2,2.7,17.8,3.7,14.5,3,23.1,4.7,12,3.2,12.6,3.9,97072,9334,N,N,(X),(X),(X),(X),(X),(X),5289,444,6.4,2.5,9,4.6,5.6,2,8.8,2.5,13.9,4,22.7,4.6,12.2,3.2,11.5,3.8,5.5,2.6,4.6,2,56390,6220,74904,8359,(X),(X),(X),(X),28.5,(X)
8600000US95834,ZCTA5 95834,10771,546,19.11,3.5,17.2,366.214,3.4,1.4,926.306,8.6,2.4,861.68,8,2.3,1206.352,11.2,3.3,1281.749,11.9,2.4,1421.772,13.2,3.6,2822.002,26.2,4,872.451,8.1,1.7,646.26,6,2.2,77404,3677,92930,6576,32,(X),(X),(X),(X),(X),7156,567,3.8,1.9,0.8,0.7,7,2.3,6.8,2.7,11.4,3.4,10.1,2.8,15.5,3.6,27.3,5.6,9.7,2.4,7.5,3.3,84951,8585,99148,8266,(X),(X),33.1,(X),(X),(X),5275,462,1.4,1.2,0.6,0.8,3.9,2.1,4,2.1,8.5,3.1,9.6,3.2,16.3,4.2,33.4,6.8,12.7,3.3,9.7,4.4,104112,4956,N,N,(X),(X),(X),(X),(X),(X),3615,391,3,2,8.4,3.9,11.9,4.9,11.5,4,15.6,7.2,15.2,4.6,5.9,4,22.2,6.9,3.8,2.4,2.5,2.1,49470,14067,75507,11784,(X),(X),(X),(X),28.6,(X)
8600000US95835,ZCTA5 95835,13900,528,8.448,1.6,17.2,125.1,0.9,0.7,486.5,3.5,1.5,556,4,1.3,1000.8,7.2,2.1,1681.9,12.1,2.8,2529.8,18.2,2.6,3475,25,2.9,1904.3,13.7,2.1,1932.1,13.9,2.3,104404,6093,125371,7984,30.4,(X),(X),(X),(X),(X),9994,539,0.6,0.6,0.3,0.3,2.3,1.2,3.7,1.5,6.2,2.7,11.4,2.6,16.4,2.9,26.6,3.4,15.3,2.8,17.2,2.7,114833,5393,138708,10350,(X),(X),30.6,(X),(X),(X),7611,586,0.6,0.7,0.1,0.2,1.5,1.2,2,1,5.7,3,9.6,2.8,14,3.3,27.7,4.1,18.1,3.3,20.7,3.5,127527,8383,N,N,(X),(X),(X),(X),(X),(X),3906,550,4.1,2.8,2.7,2.1,7.4,3.8,4.2,2.5,12.3,4.7,19,7.1,20.8,4.7,17.7,4.9,6.3,2.9,5.4,3.7,75129,7470,84216,8042,(X),(X),(X),(X),28,(X)
8600000US95837,ZCTA5 95837,104,39,0.39,1,17.2,0,0,30.9,6.032,5.8,8.4,11.96,11.5,18.3,1.976,1.9,2.5,11.96,11.5,10.4,1.976,1.9,2.3,19.032,18.3,14.2,22.984,22.1,23.5,27.04,26,19.4,145833,60099,180953,71473,63.5,(X),(X),(X),(X),(X),85,36,0,35.4,7.1,10.6,0,35.4,0,35.4,0,35.4,14.1,13,2.4,3,18.8,16.9,27.1,28.5,30.6,21.9,157938,31779,209154,82476,(X),(X),58.8,(X),(X),(X),73,34,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,12.3,13.2,2.7,3.5,21.9,20.4,31.5,32.2,31.5,24.9,158313,14947,N,N,(X),(X),(X),(X),(X),(X),19,23,5.3,21.8,0,75.5,0,75.5,63.2,54.5,10.5,15.3,0,75.5,0,75.5,15.8,29.6,0,75.5,5.3,13.4,26771,25862,53989,41511,(X),(X),(X),(X),84.2,(X)
8600000US95838,ZCTA5 95838,11233,627,41.382,6.6,17.2,572.883,5.1,1.4,1100.834,9.8,2.2,1280.562,11.4,2.3,1909.61,17,2.7,2156.736,19.2,3,1359.193,12.1,2,1381.659,12.3,2.7,348.223,3.1,1,393.155,3.5,1.3,50161,3217,66335,3711,40.8,(X),(X),(X),(X),(X),8773,661,5.7,2.7,4.3,1.9,9.2,2.3,10.8,2.7,17.3,3.1,20.6,3.6,11.7,2.4,13.4,3.1,3.1,1.1,3.9,1.5,52528,3718,69902,4471,(X),(X),41.9,(X),(X),(X),4890,528,5.3,4.3,1.7,1.2,8,2.6,7.9,3.3,15.9,4.3,21.8,4.3,14.5,3.5,15.8,4.7,3.9,1.5,5.2,2.6,61911,7146,N,N,(X),(X),(X),(X),(X),(X),2460,255,11.7,4.5,12.2,5.2,11.1,3.7,13.5,4.7,15.5,5,15.9,5.5,10.7,4.4,7.6,4.1,1.4,1.3,0.3,0.5,35857,4242,45839,5158,(X),(X),(X),(X),33.7,(X)
8600000US95841,ZCTA5 95841,8067,520,32.24,6.2,17.2,419.484,5.2,2.2,790.566,9.8,2.4,984.174,12.2,3.4,1097.112,13.6,3.1,1395.591,17.3,3.3,1298.787,16.1,3.6,1145.514,14.2,3.2,258.144,3.2,1.5,169.407,2.1,1.1,53866,6255,66691,4908,32.5,(X),(X),(X),(X),(X),4896,480,4.7,2.8,3.2,2.2,8,3.1,10.7,4.2,13.6,4,16.3,4.1,15.9,4.3,20,4.7,4.6,2.2,2.9,1.6,66316,9702,77072,5953,(X),(X),38.1,(X),(X),(X),3322,452,1.7,1.5,0.3,0.5,5.6,3.4,7.4,4.5,12.6,4.7,19.7,5.6,20.4,5.9,21.5,5.7,6.7,3.3,4.1,2.4,79250,11516,N,N,(X),(X),(X),(X),(X),(X),3171,385,9.8,3.9,9.2,4.1,13.1,4.2,16.2,6.1,15.4,5.4,16.7,5.6,15.8,5.5,2.1,1.7,1.5,2.1,0.2,0.3,37044,6343,44416,5119,(X),(X),(X),(X),23.5,(X)
8600000US95842,ZCTA5 95842,11367,439,28.096,6.4,17.2,738.855,6.5,2.1,1125.333,9.9,2.3,1113.966,9.8,1.9,1454.976,12.8,2.2,2512.107,22.1,3,1591.38,14,2.7,1534.545,13.5,2.1,397.845,3.5,1.3,170.505,1.5,0.7,54146,3625,65635,4128,31.4,(X),(X),(X),(X),(X),7993,484,3.5,1.4,5,2.2,12,3.2,10.8,2.6,11.6,2.5,22.2,3.7,14.6,3,15.7,2.9,3.1,1.2,1.5,1,57087,4025,67487,4876,(X),(X),31.2,(X),(X),(X),4501,398,2.4,1.3,3.5,3,8.3,4.5,7.1,2.3,10.4,2.8,22.8,4.4,18.9,4.8,21.4,4.4,4.3,1.5,0.9,0.8,70227,7447,N,N,(X),(X),(X),(X),(X),(X),3374,386,13.9,4.5,13.4,5.1,9.3,3.2,11.5,3.6,12.5,4,21.2,4.7,6.8,2.9,7.6,2.6,2.5,1.7,1.3,1.1,37200,5986,52999,7462,(X),(X),(X),(X),29.8,(X)
8600000US95843,ZCTA5 95843,14602,622,24.88,4,17.2,175.224,1.2,0.7,467.264,3.2,1,1241.17,8.5,2.7,1387.19,9.5,2.4,2628.36,18,3,2657.564,18.2,2.7,3460.674,23.7,3.2,1109.752,7.6,1.6,890.722,6.1,1.5,82000,3566,94304,4798,34.1,(X),(X),(X),(X),(X),11867,604,2.9,1.3,0.8,0.5,4.8,2.5,8.3,2.6,8.6,2.2,17.4,3.2,19,3.3,24.1,3.6,7.7,1.5,6.6,1.8,84665,4699,96869,6077,(X),(X),34.8,(X),(X),(X),8748,583,2.5,1.6,0.3,0.4,1.8,1.2,5.6,2.4,8.3,2.6,15.8,3.8,19.4,3.8,28.7,4.3,9.6,2,8.1,2.3,95262,6365,N,N,(X),(X),(X),(X),(X),(X),2735,379,9.9,5.4,3.7,2.9,6.9,3.7,6.5,3.3,11.4,4.9,23.8,7.6,15.4,7.8,14.8,5.1,4.9,4.1,2.7,2,58059,6969,69451,7529,(X),(X),(X),(X),27.2,(X)
8600000US95864,ZCTA5 95864,9767,524,19.912,3.8,17.2,263.709,2.7,1.3,371.146,3.8,1.1,488.35,5,1.7,898.564,9.2,2.4,1084.137,11.1,2.4,1113.438,11.4,2.2,2168.274,22.2,4.2,957.166,9.8,1.9,2051.07,21,2.3,107115,6657,151969,11848,29.2,(X),(X),(X),(X),(X),6998,566,3.2,1.8,0.7,0.5,2.7,1.1,3.5,2,6.8,2.6,10.2,2.5,9.2,2.4,26.1,5.3,11.3,2.5,26.3,3.8,121440,14583,179359,17886,(X),(X),29.6,(X),(X),(X),5281,546,1.7,1.2,0.6,0.5,1.9,1,1.4,1.6,5.1,2.6,6.4,2,8,2.7,28.2,6.2,13.7,3.3,33,4.9,147938,9775,N,N,(X),(X),(X),(X),(X),(X),2769,316,5.4,3.2,7.9,4.5,7.5,2.9,9.1,3.1,14.6,4.7,16.4,4.8,15.9,4.7,13.9,4.4,4.4,2,4.9,2.3,54253,11745,75145,7719,(X),(X),(X),(X),28.1,(X)
8600000US95901,ZCTA5 95901,12260,528,32.736,6.2,17.2,1005.32,8.2,1.9,1226,10,2,1275.04,10.4,2.4,1593.8,13,2.6,1912.56,15.6,2.5,1373.12,11.2,2.5,2059.68,16.8,2.7,698.82,5.7,1.7,355.54,2.9,1,55128,8024,68098,3927,35.1,(X),(X),(X),(X),(X),8147,434,5.6,2.3,4.6,1.7,7.2,2.1,10.2,2.9,11.6,2.9,17.2,3.7,12.9,2.8,19.8,3.4,7.4,2.2,3.4,1.4,64469,6803,76748,4849,(X),(X),37.1,(X),(X),(X),5791,435,1.4,1,1.3,0.9,6.7,2.4,10.7,4.1,11.4,3.3,14.2,3.6,15.6,3.6,23.9,4.4,9.8,3.1,4.8,2,82188,10598,N,N,(X),(X),(X),(X),(X),(X),4113,445,9.6,3.4,16.6,4.6,16.6,4.3,11.9,4.2,16.3,5.6,13.1,4.6,5.7,3.5,6.7,2.6,2,2.2,1.5,1.4,28145,7975,44182,5354,(X),(X),(X),(X),28.5,(X)
8600000US95903,ZCTA5 95903,321,50,3.75,7.5,17.2,0,0,11.7,43.977,13.7,9.4,25.038,7.8,5.8,44.94,14,11.3,70.941,22.1,12.6,48.15,15,10.5,51.039,15.9,9.2,8.025,2.5,2.8,5.136,1.6,2.2,51940,9422,64339,9552,24.9,(X),(X),(X),(X),(X),281,48,6.8,7.8,0,13.2,10.3,9.6,8.9,6.7,16,12.9,18.1,13.1,18.9,12.2,16.4,10.3,2.8,3.1,1.8,2.5,53125,14723,67512,10859,(X),(X),21.4,(X),(X),(X),257,50,1.9,3.6,0,14.4,11.3,10.4,7.8,6.9,17.5,14.2,19.8,14.2,18.7,12.8,17.9,10.9,3.1,3.4,1.9,2.7,58021,15040,N,N,(X),(X),(X),(X),(X),(X),40,27,12.5,19.8,0,52,37.5,33.5,0,52,0,52,50,36.2,0,52,0,52,0,52,0,52,-,**,38198,19694,(X),(X),(X),(X),37.5,(X)
8600000US95910,ZCTA5 95910,65,55,0,0,17.2,23.01,35.4,50.8,0,0,40.8,0,0,40.8,0,0,40.8,33.995,52.3,52.3,0,0,40.8,7.995,12.3,23.7,0,0,40.8,0,0,40.8,-,**,45345,25541,64.6,(X),(X),(X),(X),(X),42,46,0,50.8,0,50.8,0,50.8,0,50.8,0,50.8,81,39.3,0,50.8,19,39.3,0,50.8,0,50.8,-,**,N,N,(X),(X),100,(X),(X),(X),42,46,0,50.8,0,50.8,0,50.8,0,50.8,0,50.8,81,39.3,0,50.8,19,39.3,0,50.8,0,50.8,-,**,N,N,(X),(X),(X),(X),(X),(X),23,35,0,68.6,100,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,0,68.6,-,**,N,N,(X),(X),(X),(X),0,(X)
8600000US95912,ZCTA5 95912,1545,200,8,4,17.2,12.36,0.8,1.3,111.24,7.2,3.4,203.94,13.2,5.7,211.665,13.7,8.7,375.435,24.3,7.2,177.675,11.5,5.1,244.11,15.8,5.7,60.255,3.9,2.1,84.975,5.5,2.9,64923,10472,84943,12390,26,(X),(X),(X),(X),(X),1086,119,4.3,3,1.5,2.1,1.6,1.9,4.1,2.8,10.6,5.2,30.9,9.4,14.6,6.4,19.8,7,4.8,2.8,7.8,4.1,73545,7540,102230,17563,(X),(X),33.1,(X),(X),(X),875,113,1.5,2.3,0,4.5,1.3,1.8,3.1,2.7,8.2,5.7,30.4,9.8,15.3,7.6,24.6,9,5.9,3.4,9.7,5,84609,14265,N,N,(X),(X),(X),(X),(X),(X),459,193,3.3,5.6,2.8,4.6,20.7,13,34.9,17.2,21.1,24.9,5.2,5.3,3.9,6.2,6.3,6.9,1.7,2.7,0,8.3,33827,7745,41846,7949,(X),(X),(X),(X),9.4,(X)
8600000US95914,ZCTA5 95914,278,97,4.559,4.7,17.2,33.916,12.2,16.5,50.04,18,20.2,35.862,12.9,13.2,6.116,2.2,2.7,85.068,30.6,17.5,10.008,3.6,3.4,11.954,4.3,9.5,21.962,7.9,8.8,10.008,3.6,6.5,-,**,70914,39317,33.8,(X),(X),(X),(X),(X),173,80,5.8,9.7,1.7,3.7,23.7,30.1,20.8,19.5,2.3,3.5,19.1,15.4,5.8,5.6,2.3,3.6,12.7,14.2,5.8,10.1,-,**,86899,60014,(X),(X),26.6,(X),(X),(X),103,47,0,31.1,2.9,5.8,0,31.1,35,26.5,3.9,5.9,17.5,14.6,5.8,7.4,3.9,5.9,21.4,20.9,9.7,15.5,62250,48075,N,N,(X),(X),(X),(X),(X),(X),105,77,2.9,7.3,29.5,41.1,8.6,16.7,0,30.6,1.9,3.4,49.5,44.5,0,30.6,7.6,24.6,0,30.6,0,30.6,-,**,44575,29140,(X),(X),(X),(X),45.7,(X)
8600000US95915,ZCTA5 95915,0,13,#VALUE!,-,17.2,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,#VALUE!,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
8600000US95916,ZCTA5 95916,505,92,8.372,9.1,17.2,61.105,12.1,6.4,71.205,14.1,7,83.83,16.6,7.6,95.95,19,8.6,32.825,6.5,4.3,14.14,2.8,2.9,73.225,14.5,7.9,15.15,3,3.7,12.12,2.4,3,34050,5975,52898,11168,38.4,(X),(X),(X),(X),(X),301,75,5.6,5.1,8,7.6,9.6,8.7,15.9,8.6,18.3,8.2,6.3,4.5,4.7,4.7,22.6,12.5,5,6.2,4,5.1,45924,7366,70997,17517,(X),(X),38.5,(X),(X),(X),215,57,4.7,6.7,6.5,6.7,0.9,2.2,17.7,10.7,22.3,11.3,6.5,5.5,6,6.2,22.8,12.9,7,9,5.6,7.1,47446,36484,N,N,(X),(X),(X),(X),(X),(X),204,59,14.2,12.3,23,14.8,23,13.2,12.7,10.7,20.1,18.5,6.9,8.3,0,17.7,0,17.7,0,17.7,0,17.7,17875,7434,22422,5411,(X),(X),(X),(X),25.5,(X)
8600000US95917,ZCTA5 95917,1135,144,1.152,0.8,17.2,9.08,0.8,1.2,135.065,11.9,5.7,59.02,5.2,2.9,173.655,15.3,5.6,238.35,21,6.7,249.7,22,7.5,116.905,10.3,4.6,87.395,7.7,5.6,56.75,5,4.1,67730,7858,87506,15920,28.5,(X),(X),(X),(X),(X),950,147,1.5,2,0,4.1,11.9,6.5,5.2,3.4,13.9,5.7,17.7,5.9,23.8,8.3,12,5.4,9.2,6.7,4.9,4.5,72143,11267,88902,15555,(X),(X),26.6,(X),(X),(X),706,124,0,5.5,0,5.5,3.1,3,3.7,3,18.7,7.4,20.3,7.5,22.7,9.2,16.1,7.2,12.3,8.8,3.1,3.7,76500,7155,N,N,(X),(X),(X),(X),(X),(X),185,67,4.9,6.8,4.9,7.4,22.7,14.9,2.2,3.1,17.8,13.7,33,21.2,7.6,10.2,1.6,3.4,0,19.3,5.4,8,47750,16499,57143,19716,(X),(X),(X),(X),34.6,(X)
8600000US95918,ZCTA5 95918,1082,207,21.528,10.4,17.2,19.476,1.8,3.2,14.066,1.3,2.2,19.476,1.8,3.1,161.218,14.9,9.9,221.81,20.5,10.5,139.578,12.9,7.4,194.76,18,10.7,152.562,14.1,11.4,44.362,4.1,3.8,73977,23162,89020,19788,29.2,(X),(X),(X),(X),(X),683,174,0,5.7,0,5.7,0,5.7,2.9,4.9,12.7,10.1,19.5,13.7,17.9,11.8,25.6,14.2,14.9,12.8,6.4,6.2,92157,19430,108960,19199,(X),(X),33.8,(X),(X),(X),627,172,0,6.2,0,6.2,0,6.2,3.2,5.4,4.9,6.1,21.2,15,19.5,12.7,27.9,15.6,16.3,13.9,7,6.8,100647,17427,N,N,(X),(X),(X),(X),(X),(X),399,192,28.3,27.2,5,9.1,3.5,6.5,0,9.5,22.1,23.6,18.8,19.4,4.5,7.3,5,9.2,12.8,20.4,0,9.5,42781,27392,53872,31446,(X),(X),(X),(X),21.3,(X)
8600000US95919,ZCTA5 95919,579,237,0,0,17.2,0,0,6.7,13.896,2.4,4,66.006,11.4,11.3,49.794,8.6,10,145.908,25.2,17.1,210.177,36.3,24.7,70.059,12.1,10.7,23.16,4,6.5,0,0,6.7,78625,26833,77232,12186,30.6,(X),(X),(X),(X),(X),412,226,0,9.2,0,9.2,3.4,5.8,0,9.2,8.3,13.2,26.5,22.3,51,28.1,5.3,8.3,5.6,9.8,0,9.2,83819,23188,84917,14872,(X),(X),35,(X),(X),(X),222,111,0,16.4,0,16.4,6.3,10.3,0,16.4,15.3,21.7,22.5,23.3,35.6,24.5,9.9,15,10.4,15.6,0,16.4,78583,12499,N,N,(X),(X),(X),(X),(X),(X),167,115,0,21.1,0,21.1,0,21.1,39.5,35.3,9.6,16.5,22.2,27.8,0,21.1,28.7,25.9,0,21.1,0,21.1,57601,55702,58271,21942,(X),(X),(X),(X),19.8,(X)
8600000US95920,ZCTA5 95920,129,52,2.444,4.7,17.2,29.025,22.5,22.1,14.061,10.9,10.8,0,0,26.2,18.06,14,14.4,22.962,17.8,17.5,0,0,26.2,18.06,14,11.3,0,0,26.2,21.027,16.3,13.5,46875,16810,80452,36041,26.4,(X),(X),(X),(X),(X),69,35,8.7,14.3,0,39.6,20.3,18.8,0,39.6,11.6,16.2,20.3,20.8,0,39.6,17.4,16.8,0,39.6,21.7,20.3,-,**,102204,51640,(X),(X),34.8,(X),(X),(X),59,26,10.2,15.9,0,42.8,23.7,21.8,0,42.8,13.6,18.6,6.8,10.6,0,42.8,20.3,18.8,0,42.8,25.4,22.6,-,**,N,N,(X),(X),(X),(X),(X),(X),60,43,0,42.5,48.3,38.3,0,42.5,0,42.5,16.7,25.8,15,25.3,0,42.5,10,17.3,0,42.5,10,19.4,-,**,55435,44629,(X),(X),(X),(X),16.7,(X)
8600000US95922,ZCTA5 95922,231,76,2.964,3.9,17.2,15.015,6.5,5.6,21.945,9.5,8.2,3.003,1.3,1.9,27.951,12.1,10.1,35.112,15.2,10.3,63.063,27.3,12.8,38.115,16.5,11.8,15.015,6.5,6.3,3.003,1.3,1.9,75795,27288,78212,15885,53.2,(X),(X),(X),(X),(X),125,56,0,26.8,4.8,4.6,5.6,10.2,0,26.8,18.4,17.2,5.6,8,30.4,18.5,23.2,17.9,12,12,0,26.8,97566,34209,90324,20229,(X),(X),48.8,(X),(X),(X),119,55,0,27.9,5,4.8,5.9,10.7,0,27.9,19.3,18.1,5.9,8.5,26.9,18.1,24.4,18.6,12.6,12.5,0,27.9,97961,39103,N,N,(X),(X),(X),(X),(X),(X),106,48,8.5,11.4,8.5,10.5,14.2,14.1,2.8,4,4.7,5.8,26.4,19.2,23.6,14.5,8.5,11.1,0,30.4,2.8,4.2,59063,10727,63928,19488,(X),(X),(X),(X),58.5,(X)
